Date,Shift,Felt Temp,Temp,Weather,CC,Wind,Ground,Visibility,NV,rain,evaporation,mud
2000-03-28,Day,Freezing (2),0 C⁰,Light snow,100%,Calmˢ from SE,"Very deep snow, frozen deep",5 km,X,1.76,0,-0.0
2000-03-28,Evening,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",5 hexes (-2),—,1.0,0,-0.0
2000-03-29,Night,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",5 hexes (-2),—,0.0,0,-0.0
2000-03-29,Morning,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",—,X,0.13,0,-0.0
2000-03-29,Day,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from NE,"Very deep snow, frozen deep",—,X,0.0,0,-0.0
2000-03-29,Evening,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from SE,"Very deep snow, frozen deep",3 (-3)  |  5 (-2),—,0.0,0,-0.0
2000-03-30,Night,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from SE,"Very deep snow, frozen deep",3 hexes (-3),—,0.0,0,-0.0
2000-03-30,Morning,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from NE,"Very deep snow, frozen deep",—,X,0.24,0,-0.0
2000-03-30,Day,Freezing (2),-5 C⁰,Overcast,100%,Light Breezeˡ from SE,"Very deep snow, frozen deep",—,X,0.51,0,-0.0
2000-03-30,Evening,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen deep",3 hexes (-3),—,0.18,0,-0.0
2000-03-31,Night,Freezing (2),-5 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen deep",3 hexes (-3),—,0.0,0,-0.0
2000-03-31,Morning,Freezing (2),-5 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen deep",—,X,0.28,0,-0.0
2000-03-31,Day,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.58,0,-0.0
2000-03-31,Evening,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, frozen deep",3 (-3)  |  5 (-2),—,0.0,0,-0.0
2000-04-01,Night,Chilly (1),0 C⁰,Light rain,100%,Calmˢ from SW,"Very deep snow, frozen deep",0 hex (-3 ⃰),—,1.78,0,-0.0
2000-04-01,Morning,Chilly (1),0 C⁰,Light rain,100%,Calmˢ from SW,"Very deep snow, frozen deep",—,X,0.84,0,-0.0
2000-04-01,Day,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from SW,"Very deep snow, light mud, frozen deep",—,X,0.11,0,5.11
2000-04-01,Evening,Chilly (1),0 C⁰,Passing clouds,25%,Calmˡ,"Very deep snow, frozen light mud, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-1.0
2000-04-02,Night,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen puddles, frozen deep",3 hexes (-3),—,0.0,0,-3.0
2000-04-02,Morning,Chilly (1),0 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen puddles, frozen deep",—,X,0.0,0,-1.0
2000-04-02,Day,Chilly (1),5 C⁰,Overcast,100%,Calmˡ,"Very deep snow, light mud, frozen deep",—,X,0.0,1,3.0
2000-04-02,Evening,Chilly (1),0 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, frozen puddles, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-1.0
2000-04-03,Night,Freezing (2),-5 C⁰,Passing clouds,25%,Calmˢ from S,"Very deep snow, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-2.1100001
2000-04-03,Morning,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, light mud, frozen deep",—,X,0.0,0,4.0
2000-04-03,Day,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, light mud, frozen deep",—,X,0.0,2,5.0
2000-04-03,Evening,Chilly (1),5 C⁰,Broken clouds,75%,Light Breezeˡ from SE,"Very deep snow, medium mud, frozen deep",0 (-3 ⃰)  |  3 (-3),—,0.0,1,3.0
2000-04-04,Night,Chilly (1),5 C⁰,Overcast,100%,Light Breezeˡ from SE,"Very deep snow, medium mud, frozen deep",0 hex (-3 ⃰),—,0.0,0,4.0
2000-04-04,Morning,Chilly (1),5 C⁰,Overcast,100%,Light Breezeˡ from SE,"Very deep snow, medium mud, frozen deep",—,X,0.0,1,3.0
2000-04-04,Day,Chilly (1),10 C⁰,Overcast,100%,Light Breezeˡ from S,"Very deep snow, medium mud, frozen deep",—,X,0.47000003,2,9.47
2000-04-04,Evening,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from S,"Very deep snow, medium mud, frozen deep",0 (-3 ⃰)  |  3 (-3),—,0.15,0,5.15
2000-04-05,Night,Chilly (1),0 C⁰,Overcast,100%,Calmˡ,"Very deep snow, frozen medium mud, frozen deep",0 hex (-3 ⃰),—,0.0,0,-1.0
2000-04-05,Morning,Chilly (1),5 C⁰,Overcast,100%,Calmˡ,"Very deep snow, medium mud, frozen deep",—,X,0.0,0,3.1100006
2000-04-05,Day,Chilly (1),10 C⁰,Light rain,100%,Calmˢ from SE,"Very deep snow, medium mud, frozen deep",—,X,1.3399999,1,5.34
2000-04-05,Evening,Chilly (1),5 C⁰,Light rain,100%,Light Breezeˡ from N,"Very deep snow, medium mud, frozen deep",0 hex (-3 ⃰),—,2.76,0,4.76
2000-04-06,Night,Freezing (2),-5 C⁰,Light snow,100%,Light Breezeˡ from N,"Very deep snow, frozen medium mud, frozen deep",0 hex (-3 ⃰),4 km,0.84,0,-3.0
2000-04-06,Morning,Freezing (2),0 C⁰,Overcast,100%,Light Breezeˡ from N,"Very deep snow, frozen medium mud, frozen deep",—,X,0.0,0,-1.0
2000-04-06,Day,Freezing (2),0 C⁰,Overcast,100%,Light Breezeˡ from N,"Very deep snow, frozen medium mud, frozen deep",—,X,0.0,1,-2.0
2000-04-06,Evening,Freezing (2),0 C⁰,Overcast,100%,Light Breezeˡ from N,"Very deep snow, frozen medium mud, frozen deep",3 hexes (-3),—,0.0,0,-1.0
2000-04-07,Night,Freezing (2),-5 C⁰,Overcast,100%,Calmˢ from NW,"Very deep snow, frozen medium mud, frozen deep",3 hexes (-3),—,0.0,0,-3.0
2000-04-07,Morning,Freezing (2),0 C⁰,Broken clouds,75%,Calmˢ from NW,"Very deep snow, frozen medium mud, frozen deep",—,X,0.0,0,-1.0
2000-04-07,Day,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from NW,"Very deep snow, medium mud, frozen deep",—,X,0.0,1,3.0
2000-04-07,Evening,Freezing (2),0 C⁰,Clear,0%,Calmˢ from N,"Very deep snow, frozen medium mud, frozen deep",5 hexes (-2),—,0.0,0,-1.0
2000-04-08,Night,Freezing (2),-5 C⁰,Passing clouds,25%,Calmˢ from NW,"Very deep snow, frozen medium mud, frozen deep",5 (-2)  |  3 (-3),—,0.0,0,-3.0
2000-04-08,Morning,Freezing (2),0 C⁰,Overcast,100%,Light Breezeˡ from N,"Very deep snow, frozen medium mud, frozen deep",—,X,0.31,0,-1.0
2000-04-08,Day,Freezing (2),0 C⁰,Broken clouds,75%,Light Breezeˡ from N,"Very deep snow, frozen medium mud, frozen deep",—,X,0.12,0,-1.0
2000-04-08,Evening,Freezing (2),0 C⁰,Clear,0%,Calmˢ from NW,"Very deep snow, frozen medium mud, frozen deep",5 hexes (-2),—,0.0,0,-1.0
2000-04-09,Night,Freezing (2),-5 C⁰,Clear,0%,Calmˢ from NW,"Very deep snow, frozen medium mud, frozen deep",5 hexes (-2),—,0.0,0,-3.0
2000-04-09,Morning,Freezing (2),0 C⁰,Scattered clouds,50%,Calmˢ from NW,"Very deep snow, frozen medium mud, frozen deep",—,X,0.0,0,-1.0
2000-04-09,Day,Chilly (1),0 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, frozen medium mud, frozen deep",—,X,0.0,1,-2.0
2000-04-09,Evening,Freezing (2),-5 C⁰,Broken clouds,75%,Calmˡ,"Very deep snow, frozen medium mud, frozen deep",3 (-3)  |  5 (-2),—,0.0,0,-3.0
2000-04-10,Night,Freezing (2),-5 C⁰,Scattered clouds,50%,Calmˡ,"Very deep snow, frozen medium mud, frozen deep",3 (-3)  |  5 (-2),—,0.0,0,-3.0
2000-04-10,Morning,Chilly (1),0 C⁰,Broken clouds,75%,Calmˢ from SE,"Very deep snow, frozen medium mud, frozen deep",—,X,0.0,0,-1.0
2000-04-10,Day,Chilly (1),5 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, medium mud, frozen deep",—,X,0.0,2,2.0
2000-04-10,Evening,Chilly (1),0 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, frozen medium mud, frozen deep",3 hexes (-3),—,0.14,0,-1.0
2000-04-11,Night,Chilly (1),0 C⁰,Light snow,75%,Calmˢ from SE,"Very deep snow, frozen medium mud, frozen deep",0 (-3 ⃰)  |  5 (-2),5 km,0.78,0,-1.0
2000-04-11,Morning,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from SE,"Very deep snow, medium mud, frozen deep",—,X,0.39,0,5.39
2000-04-11,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, medium mud, frozen deep",—,X,0.0,2,5.0
2000-04-11,Evening,Chilly (1),5 C⁰,Broken clouds,75%,Calmˢ from SE,"Very deep snow, medium mud, frozen deep",5 (-2)  |  10 (-1),—,0.0,1,3.0
2000-04-12,Night,Chilly (1),0 C⁰,Broken clouds,75%,Calmˢ from S,"Very deep snow, frozen medium mud, frozen deep",5 (-2)  |  10 (-1),—,0.26,0,-1.0
2000-04-12,Morning,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from S,"Very deep snow, medium mud, frozen deep",—,X,0.0,1,3.0
2000-04-12,Day,Chilly (1),10 C⁰,Broken clouds,75%,Light Breezeˡ from S,"Very deep snow, medium mud, frozen deep",—,X,0.11,2,9.11
2000-04-12,Evening,Chilly (1),5 C⁰,Light rain,100%,Light Breezeˡ from S,"Very deep snow, medium mud, frozen deep",3 hexes (-3),—,1.56,0,6.56
2000-04-13,Night,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from SW,"Very deep snow, deep mud, frozen deep",10 (-1)  |  5 (-2),—,0.0,0,4.0
2000-04-13,Morning,Chilly (1),5 C⁰,Clear,0%,Calmˢ from S,"Very deep snow, deep mud, frozen deep",—,X,0.0,1,1.0
2000-04-13,Day,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from SW,"Very deep snow, deep mud, frozen deep",—,X,0.0,3,-1.0
2000-04-13,Evening,Chilly (1),5 C⁰,Overcast,100%,Calmˡ,"Very deep snow, deep mud, frozen deep",5 hexes (-2),—,0.0,0,1.0
2000-04-14,Night,Chilly (1),0 C⁰,Broken clouds,75%,Calmˢ from S,"Very deep snow, frozen deep mud, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-1.0
2000-04-14,Morning,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from SW,"Very deep snow, deep mud, frozen deep",—,X,0.0,1,2.0
2000-04-14,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, deep mud, frozen deep",—,X,0.0,3,-1.0
2000-04-14,Evening,Chilly (1),5 C⁰,Broken clouds,75%,Calmˢ from S,"Very deep snow, deep mud, frozen deep",5 (-2)  |  10 (-1),—,0.15,0,2.15
2000-04-15,Night,Chilly (1),0 C⁰,Broken clouds,75%,Calmˢ from NE,"Very deep snow, frozen deep mud, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,-1.0
2000-04-15,Morning,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from NE,"Very deep snow, deep mud, frozen deep",—,X,0.0,1,1.0
2000-04-15,Day,Mild,15 C⁰,Clear,0%,Calmˢ from NE,"Very deep snow, deep mud, frozen deep",—,X,0.0,3,1.0
2000-04-15,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, deep mud, frozen deep",10 (-1)  |  5 (-2),—,0.0,1,1.0
2000-04-16,Night,Chilly (1),5 C⁰,Broken clouds,75%,Calmˢ from S,"Very deep snow, deep mud, frozen deep",5 (-2)  |  10 (-1),—,0.0,0,1.0
2000-04-16,Morning,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SW,"Very deep snow, deep mud, frozen deep",—,X,0.0,1,1.0
2000-04-16,Day,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SW,"Very deep snow, deep mud, frozen deep",—,X,0.0,1,1.0
2000-04-16,Evening,Chilly (1),5 C⁰,Clear,0%,Calmˢ from SW,"Very deep snow, deep mud, frozen deep",10 hexes (-1),—,0.0,0,1.0
2000-04-17,Night,Chilly (1),0 C⁰,Clear,0%,Calmˢ from S,"Very deep snow, frozen deep mud, frozen deep",10 hexes (-1),—,0.0,0,-1.0
2000-04-17,Morning,Chilly (1),10 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud, frozen deep",—,X,0.0,2,1.0
2000-04-17,Day,Mild,15 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud, frozen deep",—,X,0.0,5,-1.0
2000-04-17,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, deep mud, frozen deep",15 (-1)  |  10 (-1),—,0.0,2,0.0
2000-04-18,Night,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from SE,"Very deep snow, deep mud, frozen deep",10 (-1)  |  15 (-1),—,0.0,0,1.0
2000-04-18,Morning,Mild,10 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud, frozen deep",—,X,0.0,3,-1.0
2000-04-18,Day,Comfy,20 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud, frozen deep",—,X,0.0,5,1.0
2000-04-18,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from NE,"Very deep snow, deep mud, frozen deep",15 (-1)  |  10 (-1),—,0.0,1,1.0
2000-04-19,Night,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from NE,"Very deep snow, deep mud, frozen deep",15 (-1)  |  10 (-1),—,0.0,0,1.0
2000-04-19,Morning,Mild,15 C⁰,Passing clouds,25%,Calmˢ from NE,"Very deep snow, deep mud, frozen deep",—,X,0.0,3,1.0
2000-04-19,Day,Warm,20 C⁰,Clear,0%,Calmˢ from NE,"Very deep snow, deep mud, frozen deep",—,X,0.0,6,0.0
2000-04-19,Evening,Mild,15 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, deep mud, frozen deep",15 (-1)  |  10 (-1),—,0.0,3,1.0
2000-04-20,Night,Chilly (1),5 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud, frozen deep",15 hexes (-1),—,0.0,0,1.0
2000-04-20,Morning,Mild,15 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud, frozen deep",—,X,0.0,4,0.0
2000-04-20,Day,Warm,20 C⁰,Passing clouds,25%,Calmˡ,"Very deep snow, deep mud, frozen",—,X,0.16,7,12.16
2000-04-20,Evening,Chilly (1),10 C⁰,Clear,0%,Calmˢ from N,"Very deep snow, deep mud, frozen",10 hexes (-1),—,0.0,2,0.0
2000-04-21,Night,Chilly (1),5 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud, frozen",10 hexes (-1),—,0.0,0,1.0
2000-04-21,Morning,Mild,15 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud, frozen",—,X,0.0,4,0.0
2000-04-21,Day,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from N,"Very deep snow, deep mud, frozen",—,X,0.0,6,0.0
2000-04-21,Evening,Mild,10 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud, frozen shallow",10 hexes (-1),—,0.0,2,0.0
2000-04-22,Night,Chilly (1),5 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud, frozen shallow",10 hexes (-1),—,0.0,0,1.0
2000-04-22,Morning,Mild,15 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud",—,X,0.0,4,0.0
2000-04-22,Day,Comfy,20 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud",—,X,0.0,7,-1.0
2000-04-22,Evening,Chilly (1),10 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud",10 hexes (-1),—,0.0,2,0.0
2000-04-23,Night,Chilly (1),5 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud",10 hexes (-1),—,0.0,0,1.0
2000-04-23,Morning,Comfy,15 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud",—,X,0.0,5,-1.0
2000-04-23,Day,Comfy,20 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud",—,X,0.0,8,-2.0
2000-04-23,Evening,Mild,10 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud",10 hexes (-1),—,0.0,3,-1.0
2000-04-24,Night,Chilly (1),10 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud",10 hexes (-1),—,0.0,1,1.0
2000-04-24,Morning,Mild,20 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud",—,X,0.0,6,0.0
2000-04-24,Day,Mild,20 C⁰,Scattered clouds,50%,Light Breezeˡ from SE,"Very deep snow, deep mud",—,X,0.0,6,0.0
2000-04-24,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, deep mud",10 (-1)  |  5 (-2),—,0.0,2,0.0
2000-04-25,Night,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, deep mud",10 (-1)  |  5 (-2),—,0.0,1,1.0
2000-04-25,Morning,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, deep mud",—,X,0.0,2,0.0
2000-04-25,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from SE,"Very deep snow, deep mud",—,X,0.0,3,1.0
2000-04-25,Evening,Chilly (1),10 C⁰,Overcast,100%,Calmˢ from NE,"Very deep snow, deep mud",5 hexes (-2),—,0.0,2,0.0
2000-04-26,Night,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˡ,"Very deep snow, deep mud",5 (-2)  |  10 (-1),—,0.0,0,1.0
2000-04-26,Morning,Mild,10 C⁰,Passing clouds,25%,Calmˡ,"Very deep snow, deep mud",—,X,0.21,2,4.21
2000-04-26,Day,Mild,15 C⁰,Scattered clouds,50%,Calmˡ,"Very deep snow, deep mud",—,X,0.22999999,5,8.23
2000-04-26,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, deep mud",10 (-1)  |  5 (-2),—,0.0,1,1.0
2000-04-27,Night,Chilly (1),5 C⁰,Clear,0%,Calmˡ,"Very deep snow, deep mud",10 hexes (-1),—,0.0,0,1.0
2000-04-27,Morning,Mild,15 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud",—,X,0.0,4,0.0
2000-04-27,Day,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from SE,"Very deep snow, deep mud",—,X,0.0,6,0.0
2000-04-27,Evening,Mild,10 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud",5 hexes (-2),—,0.0,3,-1.0
2000-04-28,Night,Chilly (1),10 C⁰,Clear,0%,Calmˢ from SE,"Very deep snow, deep mud",5 hexes (-2),—,0.0,1,1.0
2000-04-28,Morning,Comfy,20 C⁰,Clear,0%,Light Breezeˡ from SE,"Deep snow, deep mud",—,X,0.0,6,0.0
2000-04-28,Day,Comfy,20 C⁰,Clear,0%,Light Breezeˡ from SE,"Deep snow, deep mud",—,X,0.0,9,-3.0
2000-04-28,Evening,Mild,15 C⁰,Clear,0%,Calmˢ from SE,"Deep snow, deep mud",5 hexes (-2),—,0.0,4,0.0
2000-04-29,Night,Chilly (1),10 C⁰,Clear,0%,Calmˢ from SE,"Deep snow, deep mud",5 hexes (-2),—,0.0,2,0.0
2000-04-29,Morning,Comfy,20 C⁰,Clear,0%,Calmˢ from SE,"Deep snow, deep mud",—,X,0.0,7,-1.0
2000-04-29,Day,Comfy,20 C⁰,Clear,0%,Calmˢ from SE,"Deep snow, deep mud",—,X,0.0,9,-3.0
2000-04-29,Evening,Mild,15 C⁰,Clear,0%,Calmˢ from SE,"Deep snow, deep mud",5 hexes (-2),—,0.0,4,0.0
2000-04-30,Night,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from SE,"Deep snow, deep mud",3 (-3)  |  5 (-2),—,0.0,1,0.0
2000-04-30,Morning,Comfy,20 C⁰,Broken clouds,75%,Calmˢ from SE,"Deep snow, deep mud",—,X,0.0,6,0.0
2000-04-30,Day,Comfy,25 C⁰,Passing clouds,25%,Calmˢ from NE,"Deep snow, deep mud",—,X,0.0,10,-2.0
2000-04-30,Evening,Mild,15 C⁰,Passing clouds,25%,Calmˡ,"Deep snow, deep mud",5 (-2)  |  3 (-3),—,0.0,4,0.0
2000-05-01,Night,Chilly (1),10 C⁰,Scattered clouds,50%,Calmˢ from NE,"Deep snow, deep mud",3 (-3)  |  5 (-2),—,0.0,1,1.0
2000-05-01,Morning,Mild,15 C⁰,Passing clouds,25%,Calmˢ from NE,"Deep snow, deep mud",—,X,0.0,5,-1.0
2000-05-01,Day,Mild,15 C⁰,Clear,0%,Light Breezeˡ from NE,"Moderate snow, deep mud",—,X,0.38,6,8.38
2000-05-01,Evening,Chilly (1),10 C⁰,Clear,0%,Calmˢ from NE,"Moderate snow, deep mud",5 hexes (-2),—,0.0,2,0.0
2000-05-02,Night,Chilly (1),0 C⁰,Clear,0%,Calmˢ from NE,"Moderate snow, frozen deep mud, frozen shallow",5 hexes (-2),—,0.0,0,-1.0
2000-05-02,Morning,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from NE,"Moderate snow, deep mud",—,X,0.0,3,-1.0
2000-05-02,Day,Chilly (1),10 C⁰,Clear,0%,Calmˢ from NE,"Moderate snow, deep mud",—,X,0.0,4,-2.0
2000-05-02,Evening,Chilly (1),0 C⁰,Clear,0%,Calmˢ from SE,"Moderate snow, frozen deep mud, frozen shallow",5 hexes (-2),—,0.0,1,-2.0
2000-05-03,Night,Freezing (2),-5 C⁰,Clear,0%,Calmˢ from SE,"Moderate snow, frozen deep mud, frozen shallow",5 hexes (-2),—,0.0,0,-3.0
2000-05-03,Morning,Chilly (1),5 C⁰,Passing clouds,25%,Calmˢ from SE,"Moderate snow, deep mud, frozen shallow",—,X,0.0,3,1.0
2000-05-03,Day,Mild,10 C⁰,Scattered clouds,50%,Calmˢ from SE,"Moderate snow, deep mud",—,X,0.0,6,-3.0
2000-05-03,Evening,Chilly (1),5 C⁰,Clear,0%,Calmˢ from SE,"Moderate snow, deep mud",3 hexes (-3),—,0.0,1,0.0
2000-05-04,Night,Freezing (2),0 C⁰,Passing clouds,25%,Calmˢ from SE,"Moderate snow, frozen deep mud, frozen shallow",3 (-3)  |  0 (-3 ⃰),—,0.0,0,-1.0
2000-05-04,Morning,Mild,10 C⁰,Passing clouds,25%,Calmˡ,"Moderate snow, deep mud",—,X,0.0,4,-1.0
2000-05-04,Day,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Moderate snow, deep mud",—,X,0.0,7,-3.0
2000-05-04,Evening,Chilly (1),5 C⁰,Clear,0%,Calmˢ from N,"Moderate snow, deep mud",3 hexes (-3),—,0.0,2,-1.0
2000-05-05,Night,Chilly (1),0 C⁰,Clear,0%,Calmˢ from NE,"Moderate snow, frozen deep mud, frozen shallow",3 hexes (-3),—,0.0,0,-1.0
2000-05-05,Morning,Mild,15 C⁰,Passing clouds,25%,Calmˡ,"Moderate snow, deep mud",—,X,0.0,4,1.0
2000-05-05,Day,Mild,15 C⁰,Overcast,100%,Calmˢ from N,"Shallow snow, deep mud",—,X,0.0,6,-2.0
2000-05-05,Evening,Chilly (1),10 C⁰,Overcast,100%,Calmˡ,"Shallow snow, deep mud",0 hex (-3 ⃰),—,0.0,2,0.0
2000-05-06,Night,Chilly (1),5 C⁰,Broken clouds,75%,Calmˡ,"Shallow snow, deep mud",0 (-3 ⃰)  |  3 (-3),—,0.0,0,1.0
2000-05-06,Morning,Mild,15 C⁰,Passing clouds,25%,Calmˢ from NW,"Shallow snow, deep mud",—,X,0.0,4,0.0
2000-05-06,Day,Mild,15 C⁰,Broken clouds,75%,Calmˢ from SW,"Shallow snow, deep mud",—,X,0.0,7,-3.0
2000-05-06,Evening,Chilly (1),10 C⁰,Passing clouds,25%,Calmˢ from NE,"Shallow snow, deep mud",5 (-2)  |  3 (-3),—,0.0,2,0.0
2000-05-07,Night,Chilly (1),5 C⁰,Clear,0%,Calmˢ from NE,"Shallow snow, deep mud",5 hexes (-2),—,0.0,0,1.0
2000-05-07,Morning,Mild,10 C⁰,Clear,0%,Calmˢ from NE,"Shallow snow, deep mud",—,X,0.0,4,-2.0
2000-05-07,Day,Mild,15 C⁰,Clear,0%,Calmˢ from NE,"Shallow snow, deep mud",—,X,0.0,6,-2.0
2000-05-07,Evening,Chilly (1),10 C⁰,Clear,0%,Calmˢ from SE,"Shallow snow, deep mud",5 hexes (-2),—,0.0,3,-1.0
2000-05-08,Night,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from SE,"Shallow snow, deep mud",3 (-3)  |  5 (-2),—,0.0,0,1.0
2000-05-08,Morning,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from SE,"Shallow snow, deep mud",—,X,0.0,5,-1.0
2000-05-08,Day,Comfy,20 C⁰,Scattered clouds,50%,Calmˢ from SE,"Deep mud",—,X,0.0,8,-5.9099855
2000-05-08,Evening,Chilly (1),10 C⁰,Clear,0%,Calmˢ from NE,"Deep mud",5 hexes (-2),—,0.0,3,-3.0
2000-05-09,Night,Chilly (1),5 C⁰,Scattered clouds,50%,Calmˢ from SE,"Deep mud",3 (-3)  |  5 (-2),—,0.0,1,-1.0
2000-05-09,Morning,Mild,15 C⁰,Broken clouds,75%,Calmˢ from SE,"Deep mud",—,X,0.0,5,-5.0
2000-05-09,Day,Comfy,20 C⁰,Broken clouds,75%,Calmˢ from NE,"Medium mud",—,X,0.0,8,-8.0
2000-05-09,Evening,Mild,15 C⁰,Scattered clouds,50%,Calmˢ from NE,"Medium mud",3 (-3)  |  5 (-2),—,0.0,4,-4.0
2000-05-10,Night,Chilly (1),10 C⁰,Broken clouds,75%,Calmˢ from SE,"Medium mud",3 (-3)  |  5 (-2),—,0.0,2,-2.0
2000-05-10,Morning,Mild,15 C⁰,Passing clouds,25%,Calmˢ from SE,"Medium mud",—,X,0.0,5,-5.0
2000-05-10,Day,Comfy,20 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",—,X,0.0,7,-7.0
2000-05-10,Evening,Mild,15 C⁰,Broken clouds,75%,Calmˡ,"Medium mud",5 (-2)  |  10 (-1),—,0.0,4,-4.0
2000-05-11,Night,Chilly (1),10 C⁰,Clear,0%,Calmˡ,"Medium mud",10 hexes (-1),—,0.0,1,-1.0
2000-05-11,Morning,Comfy,20 C⁰,Passing clouds,25%,Calmˢ from NW,"Medium mud",—,X,0.26,6,0.26
2000-05-11,Day,Comfy,20 C⁰,Passing clouds,25%,Light Breezeˡ from NW,"Medium mud",—,X,0.0,7,-7.0
2000-05-11,Evening,Chilly (1),10 C⁰,Clear,0%,Light Breezeˡ from S,"Medium mud",10 hexes (-1),—,0.0,3,-3.0
2000-05-12,Night,Chilly (1),5 C⁰,Passing clouds,25%,Light Breezeˡ from N,"Medium mud",10 (-1)  |  5 (-2),—,0.0,1,-1.0
